latitude,longitude,value,,,,,,,
33.79166667,130.4583333,3148451586,,,,,,,
33.70833333,130.4583333,23630600497,,,,,,,
33.625,130.4583333,86201566463,,,,,,,
33.54166667,130.4583333,77847662057,,,,,,,
33.45833333,130.4583333,5314046972,,,,,,,
33.375,130.4583333,4167240950,,,,,,,
33.29166667,130.4583333,6975292209,,,,,,,
33.20833333,130.4583333,5215539282,,,,,,,
33.125,130.4583333,1456061098,,,,,,,
33.04166667,130.4583333,34062533837,,,,,,,
32.95833333,130.4583333,2505825388,,,,,,,
32.625,130.4583333,874919961.4,,,,,,,
32.29166667,130.4583333,14124361.93,,,,,,,
32.20833333,130.4583333,38044701.92,,,,,,,
32.125,130.4583333,12116755.53,,,,,,,
32.04166667,130.4583333,14329737.41,,,,,,,
31.95833333,130.4583333,13591856.51,,,,,,,
31.875,130.4583333,23278764.5,,,,,,,
31.79166667,130.4583333,12552677.05,,,,,,,
31.70833333,130.4583333,174124873.1,,,,,,,
31.625,130.4583333,4240366643,,,,,,,
31.54166667,130.4583333,1791980221,,,,,,,
31.45833333,130.4583333,283196786.4,,,,,,,
31.375,130.4583333,9403144.454,,,,,,,
31.29166667,130.4583333,9411482.718,,,,,,,
30.375,130.4583333,2162675.863,,,,,,,
30.29166667,130.4583333,2164518.813,,,,,,,
33.79166667,130.5416667,15941073730,,,,,,,
33.70833333,130.5416667,502001855.4,,,,,,,
33.625,130.5416667,4810372966,,,,,,,
33.54166667,130.5416667,10864238149,,,,,,,
33.45833333,130.5416667,11318031276,,,,,,,
33.375,130.5416667,15360970815,,,,,,,
33.29166667,130.5416667,21953426036,,,,,,,
33.20833333,130.5416667,2859381386,,,,,,,
33.125,130.5416667,87254778.31,,,,,,,
33.04166667,130.5416667,91870563.25,,,,,,,
32.95833333,130.5416667,669960431.2,,,,,,,
32.875,130.5416667,118339791.1,,,,,,,
32.375,130.5416667,33803466.24,,,,,,,
32.29166667,130.5416667,7115577.835,,,,,,,
32.20833333,130.5416667,7122117.696,,,,,,,
32.125,130.5416667,6376736.959,,,,,,,
32.04166667,130.5416667,6382559.347,,,,,,,
31.95833333,130.5416667,6409590.852,,,,,,,
31.875,130.5416667,11260057.32,,,,,,,
31.79166667,130.5416667,27713125.52,,,,,,,
31.70833333,130.5416667,626939366.9,,,,,,,
31.625,130.5416667,19128768911,,,,,,,
31.54166667,130.5416667,1683716479,,,,,,,
31.375,130.5416667,423.4022512,,,,,,,
31.29166667,130.5416667,92891348.02,,,,,,,
31.20833333,130.5416667,34333878.24,,,,,,,
30.375,130.5416667,2162676.01,,,,,,,
30.29166667,130.5416667,2164519.255,,,,,,,
33.875,130.625,12549716615,,,,,,,
33.79166667,130.625,1566533528,,,,,,,
33.70833333,130.625,316075242.3,,,,,,,
33.625,130.625,1063289856,,,,,,,
33.54166667,130.625,212863602.7,,,,,,,
33.45833333,130.625,1131056152,,,,,,,
33.375,130.625,589119097.2,,,,,,,
33.29166667,130.625,1618182883,,,,,,,
33.20833333,130.625,373593405.1,,,,,,,
33.125,130.625,24929936.66,,,,,,,
33.04166667,130.625,31032141.65,,,,,,,
32.95833333,130.625,54440631.88,,,,,,,
32.875,130.625,533918703.8,,,,,,,
32.79166667,130.625,6855102825,,,,,,,
32.54166667,130.625,691688977.2,,,,,,,
32.45833333,130.625,135088911.3,,,,,,,
32.375,130.625,16901733.12,,,,,,,
32.29166667,130.625,1764950.641,,,,,,,
32.20833333,130.625,1766572.479,,,,,,,
32.125,130.625,9405936.463,,,,,,,
32.04166667,130.625,12765118.69,,,,,,,
31.95833333,130.625,6388368.164,,,,,,,
31.875,130.625,18079685.79,,,,,,,
31.79166667,130.625,121543957.3,,,,,,,
31.70833333,130.625,93888669.77,,,,,,,
31.20833333,130.625,3833748737,,,,,,,
30.375,130.625,2101794.794,,,,,,,
30.29166667,130.625,1855530.58,,,,,,,
33.875,130.7083333,36932598783,,,,,,,
33.79166667,130.7083333,33975014096,,,,,,,
33.70833333,130.7083333,12569411655,,,,,,,
33.625,130.7083333,7974673211,,,,,,,
33.54166667,130.7083333,190718141.2,,,,,,,
33.45833333,130.7083333,120043969,,,,,,,
33.375,130.7083333,240318671.6,,,,,,,
33.29166667,130.7083333,55056742.97,,,,,,,
33.20833333,130.7083333,24906227.01,,,,,,,
33.125,130.7083333,15644139.76,,,,,,,
33.04166667,130.7083333,221399787.8,,,,,,,
32.95833333,130.7083333,443816364.7,,,,,,,
32.875,130.7083333,18060473387,,,,,,,
32.79166667,130.7083333,41783488717,,,,,,,
32.70833333,130.7083333,7515003904,,,,,,,
32.625,130.7083333,865733077.9,,,,,,,
32.54166667,130.7083333,107598313.4,,,,,,,
32.45833333,130.7083333,13114150.45,,,,,,,
32.375,130.7083333,3903044.202,,,,,,,
32.29166667,130.7083333,2613512.675,,,,,,,
32.20833333,130.7083333,29144031.09,,,,,,,
32.125,130.7083333,14585364.32,,,,,,,
32.04166667,130.7083333,6625765.007,,,,,,,
31.95833333,130.7083333,13699316.98,,,,,,,
31.875,130.7083333,36159369.21,,,,,,,
31.79166667,130.7083333,289536567,,,,,,,
31.54166667,130.7083333,49729937.54,,,,,,,
31.45833333,130.7083333,27916996.42,,,,,,,
31.04166667,130.7083333,3270336.234,,,,,,,
33.875,130.7916667,43180573975,,,,,,,
33.79166667,130.7916667,5846205148,,,,,,,
33.70833333,130.7916667,3774737901,,,,,,,
33.625,130.7916667,5767831640,,,,,,,
33.54166667,130.7916667,175303870.1,,,,,,,
33.45833333,130.7916667,12261104.21,,,,,,,
33.375,130.7916667,260345227.5,,,,,,,
33.29166667,130.7916667,47117124.93,,,,,,,
33.20833333,130.7916667,12453113.5,,,,,,,
33.125,130.7916667,12464968.33,,,,,,,
33.04166667,130.7916667,62673842.73,,,,,,,
32.95833333,130.7916667,201858569.3,,,,,,,
32.875,130.7916667,15464049600,,,,,,,
32.79166667,130.7916667,8086987687,,,,,,,
32.70833333,130.7916667,224135906.6,,,,,,,
32.625,130.7916667,49540429.07,,,,,,,
32.54166667,130.7916667,16323668.16,,,,,,,
32.45833333,130.7916667,410017.5157,,,,,,,
32.375,130.7916667,410396.8294,,,,,,,
32.29166667,130.7916667,4275581.164,,,,,,,
32.20833333,130.7916667,213067565.7,,,,,,,
32.125,130.7916667,14369708.21,,,,,,,
32.04166667,130.7916667,19874811.6,,,,,,,
31.95833333,130.7916667,6630967.277,,,,,,,
31.875,130.7916667,415832773.1,,,,,,,
31.79166667,130.7916667,180960354.4,,,,,,,
31.70833333,130.7916667,217348125.5,,,,,,,
31.54166667,130.7916667,18755425.03,,,,,,,
31.45833333,130.7916667,55896894.47,,,,,,,
31.375,130.7916667,121465061.2,,,,,,,
31.20833333,130.7916667,7359773.561,,,,,,,
31.125,130.7916667,3597755.883,,,,,,,
34.125,130.875,23364096.59,,,,,,,
33.875,130.875,35917233370,,,,,,,
33.79166667,130.875,17022773812,,,,,,,
33.70833333,130.875,521221961,,,,,,,
33.625,130.875,96743925.72,,,,,,,
33.54166667,130.875,13564702.28,,,,,,,
33.45833333,130.875,7218457.922,,,,,,,
33.375,130.875,36425145.77,,,,,,,
33.29166667,130.875,36460035.26,,,,,,,
33.20833333,130.875,9123713.485,,,,,,,
33.125,130.875,9132399.275,,,,,,,
33.04166667,130.875,15281170.39,,,,,,,
32.95833333,130.875,62110329.01,,,,,,,
32.875,130.875,878767476.7,,,,,,,
32.79166667,130.875,37451859.72,,,,,,,
32.70833333,130.875,2672086.443,,,,,,,
32.625,130.875,177234863.8,,,,,,,
32.54166667,130.875,16870462.86,,,,,,,
32.45833333,130.875,14904773.17,,,,,,,
32.375,130.875,410396.8294,,,,,,,
32.29166667,130.875,15109552.72,,,,,,,
32.20833333,130.875,26995350.38,,,,,,,
32.125,130.875,9958020.758,,,,,,,
32.04166667,130.875,6624937.789,,,,,,,
31.95833333,130.875,7400119.619,,,,,,,
31.875,130.875,11901069.92,,,,,,,
31.79166667,130.875,20199431.57,,,,,,,
31.70833333,130.875,10167801.38,,,,,,,
31.625,130.875,17219337.66,,,,,,,
31.54166667,130.875,60624449.42,,,,,,,
31.45833333,130.875,321704414.2,,,,,,,
31.375,130.875,735032589.8,,,,,,,
31.29166667,130.875,20262130.21,,,,,,,
31.20833333,130.875,4777488.073,,,,,,,
31.125,130.875,4751426.573,,,,,,,
30.45833333,130.875,5398925.047,,,,,,,
34.29166667,130.9583333,32715954.11,,,,,,,
34.20833333,130.9583333,32748393.81,,,,,,,
34.125,130.9583333,98342316.41,,,,,,,
34.04166667,130.9583333,1378149445,,,,,,,
33.875,130.9583333,18643364875,,,,,,,
33.79166667,130.9583333,3643540875,,,,,,,
33.70833333,130.9583333,9044020484,,,,,,,
33.625,130.9583333,39679988.19,,,,,,,
33.54166667,130.9583333,14132080.67,,,,,,,
33.45833333,130.9583333,14661377.52,,,,,,,
33.375,130.9583333,63746037.15,,,,,,,
33.29166667,130.9583333,72920061.08,,,,,,,
33.20833333,130.9583333,9123714.666,,,,,,,
33.125,130.9583333,5624788.039,,,,,,,
33.04166667,130.9583333,9141063.824,,,,,,,
32.95833333,130.9583333,6494476.881,,,,,,,
32.875,130.9583333,7306314.739,,,,,,,
32.79166667,130.9583333,6879870.239,,,,,,,
32.70833333,130.9583333,5344172.886,,,,,,,
32.625,130.9583333,2678412.714,,,,,,,
32.54166667,130.9583333,16870461.68,,,,,,,
32.45833333,130.9583333,16886111.56,,,,,,,
32.375,130.9583333,1086905.28,,,,,,,
32.29166667,130.9583333,3703988.284,,,,,,,
32.20833333,130.9583333,5546021.772,,,,,,,
32.125,130.9583333,7562527.548,,,,,,,
32.04166667,130.9583333,14787288.14,,,,,,,
31.95833333,130.9583333,24178127.58,,,,,,,
31.875,130.9583333,10137975.51,,,,,,,
31.79166667,130.9583333,22507164.73,,,,,,,
31.70833333,130.9583333,17203884.85,,,,,,,
31.625,130.9583333,25829010.04,,,,,,,
31.54166667,130.9583333,25852134.38,,,,,,,
31.45833333,130.9583333,54578274.6,,,,,,,
31.375,130.9583333,123863323.4,,,,,,,
31.29166667,130.9583333,4741420.597,,,,,,,
31.20833333,130.9583333,4745610.38,,,,,,,
30.625,130.9583333,6854847.187,,,,,,,
30.54166667,130.9583333,190387127.1,,,,,,,
30.45833333,130.9583333,0,,,,,,,
34.375,131.0416667,8863002.309,,,,,,,
34.29166667,131.0416667,8874159.133,,,,,,,
34.20833333,131.0416667,32748398.53,,,,,,,
34.125,131.0416667,98342316.41,,,,,,,
33.625,131.0416667,70592137.19,,,,,,,
33.54166667,131.0416667,20999699.58,,,,,,,
33.45833333,131.0416667,14661377.52,,,,,,,
33.375,131.0416667,14642671.3,,,,,,,
33.29166667,131.0416667,5081914.068,,,,,,,
33.20833333,131.0416667,9123713.485,,,,,,,
33.125,131.0416667,4943829.124,,,,,,,
33.04166667,131.0416667,3269397.796,,,,,,,
32.95833333,131.0416667,12988953.76,,,,,,,
32.875,131.0416667,6514498.863,,,,,,,
32.79166667,131.0416667,7313229.857,,,,,,,
32.70833333,131.0416667,2672086.443,,,,,,,
32.625,131.0416667,2674581.963,,,,,,,
32.54166667,131.0416667,494844.6529,,,,,,,
32.45833333,131.0416667,495303.7309,,,,,,,
32.375,131.0416667,805570.0728,,,,,,,
32.29166667,131.0416667,1087907.294,,,,,,,
32.20833333,131.0416667,4775478.441,,,,,,,
32.125,131.0416667,7386898.88,,,,,,,
32.04166667,131.0416667,22180932.21,,,,,,,
31.95833333,131.0416667,14800746.66,,,,,,,
31.875,131.0416667,22486834.75,,,,,,,
31.79166667,131.0416667,337607506.3,,,,,,,
31.70833333,131.0416667,1284064777,,,,,,,
31.625,131.0416667,35776899.44,,,,,,,
31.54166667,131.0416667,29385066.63,,,,,,,
31.45833333,131.0416667,647048466.5,,,,,,,
31.29166667,131.0416667,4741420.597,,,,,,,
30.79166667,131.0416667,4775422.683,,,,,,,
30.70833333,131.0416667,6378161.874,,,,,,,
30.625,131.0416667,59404.57647,,,,,,,
34.375,131.125,184450.017,,,,,,,
34.29166667,131.125,8871819.675,,,,,,,
34.20833333,131.125,6512305.142,,,,,,,
34.125,131.125,10085866.67,,,,,,,
34.04166667,131.125,658796132.9,,,,,,,
33.625,131.125,0,,,,,,,
33.54166667,131.125,43667991.29,,,,,,,
33.45833333,131.125,14661377.52,,,,,,,
33.375,131.125,14675465.01,,,,,,,
33.29166667,131.125,167702735.9,,,,,,,
33.20833333,131.125,3289355.465,,,,,,,
33.125,131.125,4808992.869,,,,,,,
33.04166667,131.125,3269397.501,,,,,,,
32.95833333,131.125,409152043.5,,,,,,,
32.875,131.125,11035727.81,,,,,,,
32.79166667,131.125,2671227.068,,,,,,,
32.70833333,131.125,2672086.443,,,,,,,
32.625,131.125,2219987.71,,,,,,,
32.54166667,131.125,573678.9947,,,,,,,
32.45833333,131.125,495303.7309,,,,,,,
32.375,131.125,495761.9608,,,,,,,
32.29166667,131.125,402229.9683,,,,,,,
32.20833333,131.125,395170.0351,,,,,,,
32.125,131.125,1963705.572,,,,,,,
32.04166667,131.125,7393644.07,,,,,,,
31.95833333,131.125,14800746.66,,,,,,,
31.875,131.125,22486834.75,,,,,,,
31.79166667,131.125,1395444359,,,,,,,
31.70833333,131.125,253645296.7,,,,,,,
31.625,131.125,21019512.69,,,,,,,
31.54166667,131.125,29385066.63,,,,,,,
34.375,131.2083333,24929173.17,,,,,,,
34.29166667,131.2083333,8863685.56,,,,,,,
34.20833333,131.2083333,15113855.2,,,,,,,
34.125,131.2083333,1691317285,,,,,,,
34.04166667,131.2083333,1536004663,,,,,,,
33.95833333,131.2083333,3587532447,,,,,,,
33.54166667,131.2083333,278297793.2,,,,,,,
33.45833333,131.2083333,14624484.3,,,,,,,
33.375,131.2083333,11534261.83,,,,,,,
33.29166667,131.2083333,9870704.997,,,,,,,
33.20833333,131.2083333,3289355.465,,,,,,,
33.125,131.2083333,3292486.739,,,,,,,
33.04166667,131.2083333,4389041.619,,,,,,,
32.95833333,131.2083333,2275042.555,,,,,,,
32.875,131.2083333,3286768.786,,,,,,,
32.79166667,131.2083333,3283464.044,,,,,,,
32.70833333,131.2083333,2217916.272,,,,,,,
32.625,131.2083333,2219987.71,,,,,,,
32.54166667,131.2083333,860415.6061,,,,,,,
32.45833333,131.2083333,495303.7309,,,,,,,
32.375,131.2083333,524675.4679,,,,,,,
32.29166667,131.2083333,6430620.01,,,,,,,
32.20833333,131.2083333,472546.7516,,,,,,,
32.125,131.2083333,6442425.864,,,,,,,
32.04166667,131.2083333,13787923.72,,,,,,,
31.95833333,131.2083333,45904916.46,,,,,,,
31.875,131.2083333,54260871.84,,,,,,,
31.79166667,131.2083333,68451974.11,,,,,,,
31.70833333,131.2083333,11729341.33,,,,,,,
31.625,131.2083333,9286635.919,,,,,,,
31.54166667,131.2083333,5983099.74,,,,,,,
31.45833333,131.2083333,275468243.5,,,,,,,
34.375,131.2916667,4291616.627,,,,,,,
34.29166667,131.2916667,5051644.494,,,,,,,
34.20833333,131.2916667,5037951.143,,,,,,,
34.125,131.2916667,51149743.53,,,,,,,
34.04166667,131.2916667,512001554.5,,,,,,,
33.95833333,131.2916667,7226315357,,,,,,,
33.54166667,131.2916667,172423764.6,,,,,,,
33.45833333,131.2916667,11506003.07,,,,,,,
33.375,131.2916667,11517060.18,,,,,,,
33.29166667,131.2916667,6741367.261,,,,,,,
33.20833333,131.2916667,9286521.453,,,,,,,
33.125,131.2916667,9295360.65,,,,,,,
33.04166667,131.2916667,4389041.029,,,,,,,
32.95833333,131.2916667,4393192.755,,,,,,,
32.875,131.2916667,4397334.746,,,,,,,
32.79166667,131.2916667,4928403.158,,,,,,,
32.70833333,131.2916667,4933020.711,,,,,,,
32.625,131.2916667,1693729.642,,,,,,,
32.54166667,131.2916667,860415.4586,,,,,,,
32.45833333,131.2916667,1200954.361,,,,,,,
32.375,131.2916667,1202065.383,,,,,,,
32.29166667,131.2916667,3045286.005,,,,,,,
32.20833333,131.2916667,6436528.542,,,,,,,
32.125,131.2916667,6442425.274,,,,,,,
32.04166667,131.2916667,324520090,,,,,,,
31.95833333,131.2916667,69969965.34,,,,,,,
31.875,131.2916667,108521743.7,,,,,,,
31.79166667,131.2916667,108619877,,,,,,,
31.70833333,131.2916667,9278301.195,,,,,,,
31.625,131.2916667,9286635.919,,,,,,,
31.54166667,131.2916667,9294950.581,,,,,,,
31.45833333,131.2916667,5988438.896,,,,,,,
34.375,131.375,25542507.59,,,,,,,
34.29166667,131.375,6415559.567,,,,,,,
34.20833333,131.375,12394501.39,,,,,,,
34.125,131.375,272617463.5,,,,,,,
34.04166667,131.375,448910911.8,,,,,,,
33.54166667,131.375,103454269.4,,,,,,,
33.45833333,131.375,11505498,,,,,,,
33.375,131.375,11490908.99,,,,,,,
33.29166667,131.375,27832984.82,,,,,,,
33.20833333,131.375,17477026.13,,,,,,,
33.125,131.375,4384880.747,,,,,,,
33.04166667,131.375,5023241.766,,,,,,,
32.95833333,131.375,267984776.1,,,,,,,
32.875,131.375,5395355.383,,,,,,,
32.79166667,131.375,4975742.218,,,,,,,
32.70833333,131.375,1382861.583,,,,,,,
32.625,131.375,1378060.089,,,,,,,
32.54166667,131.375,1204763.798,,,,,,,
32.45833333,131.375,1172090.896,,,,,,,
32.375,131.375,5652680.394,,,,,,,
32.29166667,131.375,3958988.809,,,,,,,
32.20833333,131.375,3048085.094,,,,,,,
32.125,131.375,19327277.59,,,,,,,
32.04166667,131.375,558800801.1,,,,,,,
31.95833333,131.375,2439526348,,,,,,,
31.875,131.375,2116174186,,,,,,,
31.79166667,131.375,162929829.7,,,,,,,
31.70833333,131.375,9278301.195,,,,,,,
31.625,131.375,1365135480,,,,,,,
31.54166667,131.375,5366566.519,,,,,,,
34.45833333,131.4583333,19208381.22,,,,,,,
34.375,131.4583333,19227549.43,,,,,,,
34.29166667,131.4583333,6415558.976,,,,,,,
34.20833333,131.4583333,444073590.6,,,,,,,
34.125,131.4583333,529198605.6,,,,,,,
34.04166667,131.4583333,259941899.1,,,,,,,
33.54166667,131.4583333,39744966.7,,,,,,,
33.45833333,131.4583333,9777209.291,,,,,,,
33.375,131.4583333,261353470.7,,,,,,,
33.29166667,131.4583333,3249908939,,,,,,,
33.20833333,131.4583333,32915340.81,,,,,,,
33.125,131.4583333,81731092.61,,,,,,,
33.04166667,131.4583333,5608016.517,,,,,,,
32.95833333,131.4583333,5613320.861,,,,,,,
32.875,131.4583333,5618613.405,,,,,,,
32.79166667,131.4583333,1375485.653,,,,,,,
32.70833333,131.4583333,10732315.78,,,,,,,
32.625,131.4583333,12937570.66,,,,,,,
32.54166667,131.4583333,1844830.143,,,,,,,
32.45833333,131.4583333,1200954.656,,,,,,,
32.375,131.4583333,16079562.11,,,,,,,
32.29166667,131.4583333,14750399.64,,,,,,,
32.20833333,131.4583333,16126055.08,,,,,,,
32.125,131.4583333,170459095.6,,,,,,,
32.04166667,131.4583333,471686338.3,,,,,,,
31.95833333,131.4583333,820585749.2,,,,,,,
31.79166667,131.4583333,4266919.049,,,,,,,
31.70833333,131.4583333,0,,,,,,,
34.54166667,131.5416667,2678925.743,,,,,,,
34.45833333,131.5416667,6159576.868,,,,,,,
34.375,131.5416667,15988702.65,,,,,,,
34.29166667,131.5416667,15976190.53,,,,,,,
34.20833333,131.5416667,128163833.2,,,,,,,
34.125,131.5416667,464852722.7,,,,,,,
34.04166667,131.5416667,10241710826,,,,,,,
33.625,131.5416667,8517505.408,,,,,,,
33.54166667,131.5416667,9917454.03,,,,,,,
33.45833333,131.5416667,19554417.4,,,,,,,
33.375,131.5416667,5084845594,,,,,,,
33.20833333,131.5416667,2694560571,,,,,,,
33.125,131.5416667,245193221.2,,,,,,,
33.04166667,131.5416667,5608015.927,,,,,,,
32.95833333,131.5416667,5613320.271,,,,,,,
